"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-242249","Y","Greenlight 2.0"
"-244042","Y",""
"-244043","Y",""
"-244044","Y",""
"-244045","N/A",""
"-244046","Y","GMG 290129"
"-244047","N/A",""
"-244048","N",""
"-244049","Y","Aquila Pressure Test Software Version 1.0"
"-244410","Y",""
"-244411","Y",""
"-244412","Y",""
"-244413","N/A",""
"-244414","Y","GMG290103"
"-244415","N/A","Subsea Well"
"-244416","N",""
"-244417","Y","EZ Chart 2.0 "
"-246281","Y","EZ Chart V2"
"-246282","Y",""
"-246283","Y",""
"-246284","N/A","This well was batch set down to the 22"" casing. No further riserless drilling planned."
"-246285","N/A",""
"-245210","Y",""
"-245211","Y",""
"-245212","Y",""
"-245213","N/A",""
"-245214","Y","GMG290103"
"-245215","N","SS well "
"-245216","N",""
"-245217","Y","EZ Chart Version 2.0 "
"-246222","Y",""
"-246223","Y",""
"-246224","Y",""
"-246225","N/A",""
"-246226","Y","GMG290202"
"-246227","N/A","Subsea with no infrastructure. "
"-246228","N",""
"-246229","Y","Aquila Pressure Testing Software"
"-246230","Y","Sufficient barite to weight up active system 0.5 ppg."
"-246231","Y",""
"-246232","Y",""
"-246233","N/A",""
"-246234","Y","GMG290184"
"-246235","N/A",""
"-246236","N",""
"-246237","Y",""
"-246410","Y","Sufficient barite to weight up active system 0.5 ppg."
"-246411","Y",""
"-246412","Y",""
"-246413","N/A",""
"-246414","Y","GMG290184"
"-244450","Y",""
"-244451","Y",""
"-244452","N/A",""
"-244453","N/A",""
"-244454","Y","GMG290079"
"-244455","Y",""
"-244456","N",""
"-244457","Y","OTC Greenlight 2.2"
"-244935","Y",""
"-244933","Y","SureTec Version 4"
"-244934","Y",""
"-244936","Y",""
"-244937","N/A",""
"-244938","Y","GMG290103"
"-244939","N/A","Subsea Well"
"-244940","N",""
"-244941","Y","EZ Chart 2.0 "
"-244950","Y",""
"-244951","Y",""
"-244952","Y",""
"-244953","N/A",""
"-239907","N/A","Subsea Well"
"-239908","N",""
"-239909","Y","EZ Chart V2. Also, please see email ""a2. EZ Chart Low Pressure Test Update - NGTI and NGTII 7.17.2020"" regarding update to the EZ Chart pressure test criterion for the LOW Pressure Test."
"-247514","Y",""
"-247515","Y",""
"-247516","Y",""
"-247517","N/A",""
"-247518","Y","GMG290202"
"-247519","N/A","Subsea with no infrastructure. "
"-247520","N",""
"-247521","Y","Aquila Pressure Testing Software"
"-247578","Y",""
"-247579","Y",""
"-247580","Y",""
"-247581","N/A",""
"-247582","Y","NPDES Permit #GMG 290132"
"-237633","N",""
"-237634","Y","GMG 290103"
"-237635","N/A",""
"-237636","N",""
"-237637","Y","EZ chart version 2"
"-237662","Y",""
"-237663","Y",""
"-237664","Y",""
"-237665","N/A",""
"-237666","Y","GMG 290103"
"-237667","N/A","Subsea Well"
"-237668","N",""
"-237669","Y","EZ Chart V2"
"-245834","Y",""
"-245835","Y",""
"-245836","N/A",""
"-245837","N/A",""
"-245838","Y","GMG 290110"
"-245839","N/A","Subsea Well"
"-245840","N",""
"-245841","Y","IPT Global's SureTec Version 4"
"-246022","Y",""
"-246023","Y",""
"-246024","Y",""
"-246025","N/A",""
"-246026","Y","GMG 290103"
"-246027","N/A","Subsea well"
"-246028","N",""
"-246029","Y","EZ Chart Version 2.0 "
"-246178","Y",""
"-246179","Y",""
"-246180","N/A",""
"-246181","N/A",""
"-246182","Y","GMG290103"
"-251574","Y","Sufficient barite to weight up active system 0.5 ppg"
"-251575","Y",""
"-251576","Y",""
"-251577","N/A",""
"-251578","Y","GMG290184"
"-251579","N/A",""
"-251580","N",""
"-251581","Y","SureTec Version 4.0"
"-251590","Y",""
"-251591","Y",""
"-251592","N/A",""
"-251593","N/A",""
"-251594","Y","GMG 290103"
"-251595","N/A","Subsea Well"
"-251596","N",""
"-251597","Y","EZ Chart 2.0 "
"-251598","Y",""
"-251599","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements"
"-251600","N/A","#14 was top set in 2008.  The 36"" and 20"" riserless sections are already installed."
"-251601","N/A",""
"-251602","Y","GMG 290110"
"-251603","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOPs, are fully secured on appropriate parking stumps or wellheads.  BP intends to shut in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-251604","N",""
"-251605","Y","IPT Suretec V. 4.0"
"-251606","Y",""
"-251607","Y",""
"-251608","Y",""
"-251609","N/A",""
"-251610","Y","NPDES Permit #GMG290132"
"-251611","N","Please see attachment ""Response to NTL 2009-G25""."
"-251612","N",""
"-251613","Y","IPT SureTec Version 4.0 or latest version."
"-251614","Y",""
"-251615","Y",""
"-231910","Y",""
"-231911","Y",""
"-231912","Y",""
"-231913","N/A",""
"-231914","Y","GMG 290180"
"-231915","N/A","Open Water"
"-231916","N",""
"-231917","Y","IPT SureTec 3.1 or higher"
"-233402","Y","GMG 290103 "
"-233403","N","Please reference attached waiver "
"-233404","N",""
"-233405","Y","Shell EZ Chart Pressure Testing system version 2.0 "
"-233406","Y",""
"-233407","N/A",""
"-233408","N/A",""
"-233409","N/A",""
"-233410","Y","GMG 290269"
"-233411","Y",""
"-233412","N",""
"-233413","Y","IPT SureTec Version 4"
"-233442","Y",""
"-233443","Y",""
"-233444","Y",""
"-233445","N/A",""
"-233446","Y","GMG290103"
"-233447","N/A","Subsea well"
"-233448","N",""
"-233449","Y","EZ Chart V2"
"-234762","Y","Sufficient barite to weight up active system 0.5 ppg"
"-234763","Y",""
"-234764","Y",""
"-234765","N/A",""
"-234766","Y","GMG290184"
"-234767","N/A",""
"-234768","N",""
"-234769","Y","Suretec Version 4.0"
"-235210","Y","Sufficient barite to weight up active system 0.5 ppg"
"-247583","N/A",""
"-247584","N",""
"-247585","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-247594","Y",""
"-247595","Y",""
"-247596","N/A","Well will be sidetracked out of an existing wellbore."
"-247597","N/A",""
"-247598","Y","GMG 290103"
"-247599","N/A","Subsea Well"
"-247600","N",""
"-247601","Y","EZ Chart V2. Also, please see email
""07a2 EZ Chart Low Pressure Test Update - NGTI and NGTII 7.17.2020"" regarding update to the EZ Chart pressure test criterion for the LOW Pressure BOP tests."
"-247710","Y",""
"-247711","Y",""
"-247712","Y",""
"-247713","N/A",""
"-247714","Y","NPDES Permit #GMG 290132"
"-247715","N/A",""
"-247716","N",""
"-247717","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-248042","Y","Sufficient barite to weight up active system 0.5 ppg."
"-248043","Y",""
"-248044","Y",""
"-248045","N/A",""
"-248046","Y","GMG290184"
"-248047","N/A",""
"-248048","N",""
"-248049","Y",""
"-248050","Y",""
"-248051","Y",""
"-248052","N/A",""
"-248053","N/A",""
"-248054","Y","GMG290103"
"-248055","N/A","Subsea Well"
"-248056","N",""
"-248057","Y","EZ Chart Version No. 2"
"-252606","Y",""
"-252607","Y",""
"-252608","Y",""
"-252609","N/A",""
"-252610","Y","NPDES Permit #GMG290132"
"-252611","N","Please see attachment ""Response to NTL 2009-G25""."
"-252612","N",""
"-246038","Y",""
"-246039","Y",""
"-246040","Y",""
"-246041","N/A",""
"-246042","Y","GMG 290006"
"-246043","N/A","Subsea well drilled with a drillship"
"-246044","N",""
"-246045","Y","OTC Greenlight v.2.0"
"-246046","Y","Sufficient barite to weight up active system 0.5 ppg."
"-246047","Y",""
"-246048","Y",""
"-246049","N/A",""
"-246050","Y","GMG290184"
"-246051","N/A",""
"-246052","N",""
"-246053","Y",""
"-246183","N","Please see attachment"
"-246184","N",""
"-246185","Y","EZ Chart V2"
"-246186","Y",""
"-246187","N/A",""
"-246188","Y",""
"-246189","N/A",""
"-246190","Y","GMG 290103"
"-246191","N/A","Subsea well"
"-246192","N",""
"-246193","N/A","Version 2.0 
Please reference Alt. Compliance"
"-246822","Y",""
"-246823","N",""
"-234590","Y",""
"-234591","Y",""
"-234592","Y",""
"-234593","N/A",""
"-234594","Y","GMG 290629"
"-234595","N/A",""
"-234596","N",""
"-234597","Y","OTC Greenlight V2.0 or Greater"
"-235062","Y",""
"-235063","N/A",""
"-235064","N/A",""
"-235065","N/A",""
"-235066","Y","GMG 290269"
"-235067","Y",""
"-235068","N",""
"-235069","Y","IPT SureTec Version 4"
"-235170","Y",""
"-235171","N/A",""
"-235172","N/A",""
"-235173","N/A",""
"-235174","Y","GMG 290269"
"-235175","Y",""
"-235176","N",""
"-235177","Y","IPT SureTec Version 4"
"-235202","Y",""
"-235203","Y",""
"-235204","Y",""
"-235205","N/A",""
"-235206","Y","GMG 290129"
"-235211","Y",""
"-235212","Y",""
"-235213","N/A",""
"-235214","Y","GMG290184"
"-235215","N/A",""
"-235216","N",""
"-235217","Y","Suretec Version 4.0"
"-235462","Y",""
"-235463","Y","Synthetic Based Mud will be used. Zero discharge procedures will only be used if retention on cuttings (ROC) does not pass EPA
permit effluent limitations."
"-235464","N/A",""
"-235465","N/A",""
"-235466","Y","GMG290006"
"-235467","N","Permanent platform rig being used. BSEE departure approval dated 10/4/2017 is attached that allows departure to not shut-in producible
wells during moves from one well to another."
"-235468","N",""
"-235469","Y","OTC Greenlight v2.0"
"-236102","Y",""
"-236103","Y",""
"-236104","Y",""
"-236105","N/A",""
"-236106","Y","GMG 290103"
"-253295","Y",""
"-253296","Y",""
"-240302","Y",""
"-240303","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements.       "
"-240304","N/A",""
"-240305","N/A",""
"-240306","Y","GMG 290110"
"-240307","N/A","Subsea Well"
"-240308","N",""
"-240309","Y","IPT Global's SureTec Version 4"
"-240342","Y",""
"-240343","Y","Synthetic Based Mud will be used. Zero discharge procedures will only be used if retention on cuttings (ROC) does not pass EPA
permit effluent limitations."
"-240344","N/A",""
"-240345","N/A",""
"-240346","Y","GMG290006"
"-240347","N","Permanent platform rig being used. BSEE departure approval dated 10/4/2017 is attached that allows departure to not shut-in producible
wells during moves from one well to another."
"-240348","N",""
"-240349","Y","OTC Greenlight v2.0"
"-241658","Y",""
"-241659","Y",""
"-241660","Y",""
"-241661","N/A",""
"-241702","Y","GMG290103"
"-241703","N/A",""
"-241704","N",""
"-241705","Y","EZ Chart V2"
"-242462","Y",""
"-242463","Y",""
"-242464","Y",""
"-242465","N/A",""
"-242466","Y","GMG290103"
"-242467","N/A",""
"-242468","N",""
"-242469","Y","EZ Chart V2"
"-242470","Y",""
"-242471","N/A",""
"-242472","N/A",""
"-251067","Y",""
"-251068","Y",""
"-251069","N/A",""
"-251070","Y","GMG 290006"
"-251071","N/A","Subsea Well"
"-251072","N",""
"-251073","N/A","Top set well - no BOPs being used at this time."
"-251302","Y",""
"-251303","Y",""
"-251304","Y",""
"-251305","N/A",""
"-251306","Y","GMG290110"
"-251307","N/A","Subsea Well"
"-251308","N",""
"-251309","Y","IPT Global's SureTec, Version 4"
"-251738","Y",""
"-251739","Y",""
"-251740","N/A",""
"-251741","N/A",""
"-251742","Y","GMG290103"
"-251743","N/A","Subsea Well "
"-251744","N",""
"-251745","Y","EZ Chart Version 2.0"
"-251638","Y",""
"-251639","Y",""
"-251640","Y",""
"-251641","N/A",""
"-251662","Y","GMG290110"
"-251663","N/A",""
"-251664","N",""
"-251665","Y","Suretec IPT"
"-251762","Y",""
"-251763","Y",""
"-251764","N/A",""
"-251765","N/A",""
"-251766","Y","GMG 290312"
"-251767","N/A",""
"-251623","Y","The well will be permitted as Zero discharge permit"
"-251624","N/A","This is a permit for bypassing an existing well, surface casings are already in place"
"-251625","N/A","This is a permit for bypassing an existing well, surface casings are already in place"
"-251626","Y","GMG290002
"
"-251462","Y",""
"-251463","Y",""
"-251464","N/A",""
"-251465","N/A",""
"-251466","Y","GMG290376"
"-251467","N","A-5, A-17, and A-21 will be shut in as per the attached approval"
"-251468","N",""
"-251469","Y","OTC Greenlight 2.0"
"-251622","Y","Sufficient mud and barite will be kept on location either on the rig or on standby boats to increase
the mudweight by 1/2 ppg or higher if needed"
"-251627","Y",""
"-251628","N","The WCD are attached with the WCST"
"-251629","Y","IPT Suretec Version 4"
"-252178","Y",""
"-252179","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements"
"-252180","N/A","#14 was top set in 2008.  The 36"" and 20"" riserless sections are already installed."
"-252181","N/A",""
"-252182","Y","GMG 290110"
"-252183","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOPs, are fully secured on appropriate parking stumps or wellheads.  BP intends to shut in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-252184","N",""
"-252185","Y","IPT Suretec V. 4.0"
"-252194","Y",""
"-252195","Y",""
"-252196","N/A",""
"-252197","N/A",""
"-252198","Y","GMG 290110"
"-252199","N/A",""
"-252200","N",""
"-252201","Y","Suretec IPT.  Please see attached approval letter."
"-252795","Y",""
"-252796","Y",""
"-252797","N/A",""
"-252798","Y","GMG 290103"
"-252799","N/A","Subsea Well"
"-252800","N",""
"-252801","Y","EZ Chart 2.0 "
"-253083","N/A","WBM will be used"
"-253084","N/A",""
"-253085","N/A",""
"-253086","Y","GMG290618"
"-253087","Y",""
"-253088","N",""
"-253089","N/A","Tests will be charted."
"-252862","Y",""
"-252863","Y",""
"-252864","Y",""
"-252865","N/A",""
"-252866","Y","GMG 290103"
"-252867","N/A","Subsea Well"
"-252868","N",""
"-252869","Y","EZ Chart 2.0 "
"-252926","Y",""
"-252927","Y",""
"-252928","Y",""
"-252929","N/A",""
"-252930","Y","NPDES Permit #GMG 290132"
"-252931","N/A",""
"-252932","N",""
"-252933","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-252934","Y",""
"-252935","N/A",""
"-252936","N/A",""
"-252937","N/A",""
"-252938","Y","GMG290269"
"-252939","Y",""
"-253082","Y",""
"-242473","N/A",""
"-242474","Y","GMG 290269"
"-242475","Y",""
"-242476","N",""
"-242477","Y","IPT SureTec Version 4"
"-246162","Y",""
"-246163","Y",""
"-246164","Y",""
"-246165","N/A",""
"-246166","Y","GMG290202"
"-246167","N/A","Subsea with no infrastructure. "
"-246168","N",""
"-246169","Y","Aquila Pressure Testing Software"
"-251779","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements"
"-251780","N/A","#14 was top set in 2008.  The 36"" and 20"" riserless sections are already installed."
"-251781","N/A",""
"-251802","Y","GMG 290110"
"-251803","N","Producible wells located in the affected wellbay below the surface and at the wellhead will not be shut-in for rig skids provided that all heavy equipment, such as BOPs, are fully secured on appropriate parking stumps or wellheads.  BP intends to shut in adjacent producible wells during BOP or riser installations at risk of impact should lifting devices fail."
"-251804","N",""
"-251805","Y","IPT Suretec V. 4.0"
"-251771","Y",""
"-251772","N/A",""
"-251773","N/A",""
"-251774","Y","GMG 290312"
"-251775","N/A",""
"-251776","N",""
"-251777","Y","Sur Tec"
"-251778","Y",""
"-251806","Y",""
"-251807","Y",""
"-251808","Y",""
"-251809","N/A",""
"-251810","Y","GMG290110"
"-251811","N/A",""
"-251768","N",""
"-251769","Y","IPT SurTec"
"-251812","N",""
"-251813","Y","Suretec IPT"
"-251814","Y",""
"-251815","Y",""
"-251816","N/A",""
"-251817","N/A",""
"-251818","Y","GMG 290110"
"-251819","N/A",""
"-251820","N",""
"-251821","Y","Suretec IPT.  Please see attached approval letter."
"-251842","Y",""
"-251843","Y",""
"-251844","Y",""
"-251845","N/A",""
"-251846","Y","GMG 290006"
"-251847","N/A","Subsea Well"
"-251848","N",""
"-251849","N/A","Top set well - no BOPs being used at this time."
"-251982","Y",""
"-251983","Y","Although operations are prepared for zero discharge, we intend to comply with the NPDES general permit requirements"
"-251984","N/A","#14 was top set in 2008.  The 36"" and 20"" riserless sections are already installed."
"-251985","N/A",""
"-251986","Y","GMG 290110"
"-233135","N/A",""
"-233136","N/A",""
"-231690","Y",""
"-231691","Y",""
"-231692","N/A",""
"-231693","N/A",""
"-231694","Y","GMG290103"
"-231695","N","Please see attached approval."
"-231696","N",""
"-231697","Y","V2"
"-231698","Y",""
"-231699","Y",""
"-231700","N/A","Batch-set well"
"-231701","N/A",""
"-231742","Y","GMG290103"
"-231743","N/A","Subsea wells"
"-231744","N",""
"-231745","Y","EZ Chart 2.0"
"-235417","Y","IPT SureTec Version 4"
"-236953","Y","IPT SureTec Digital BOP Test Method Version 4.0, or latest approved version."
"-238382","Y","NPDES Permit #GMG 290132"
"-238383","N","Please see attachment ""Response to and Approval for NTL 2009-G25""."
"-238384","N",""
"-238385","Y","IPT SureTec Digital BOP Test Method Version 3.1 and/or Version 4.0 (or latest available method)."
"-238422","Y",""
"-238423","Y",""
"-238424","Y",""
"-237310","Y",""
"-237311","Y",""
"-237312","Y",""
"-237313","N/A",""
"-237314","Y","GMG290103"
"-237315","N/A","Subsea well"
"-237316","N",""
"-237317","Y","EZ Chart V2"
"-238378","Y",""
"-238379","Y",""
"-238380","Y",""
"-238381","N/A",""
"-232262","Y",""
"-232263","Y",""
"-232264","Y",""
"-232265","N/A",""
"-232266","Y","GMG 290629"
"-232267","N/A",""
"-232268","N",""
"-232269","Y","OTC Greenlight v2.0 or greater"
"-234650","Y",""
"-234651","Y",""
"-234652","N/A",""
"-234653","N/A",""
"-234654","Y","GMG# 290538"
